,importance
perc_exitentry,0.2694107374107374
relevant_fixdur,0.2314911014911015
redundant_fixnum,0.18134077212152078
FixDur,0.12803127320010438
redundant_fixdur,0.06867418295989725
perc_changedobject,0.05586080586080587
relevant_fixnum,0.026470588235294114
perc_moveable,0.025252525252525256
perc_evidence,0.013468013468013467
pixel,0.0
